0.000000	1.000000
1.000000	1.000000
2.000000	1.000000
3.000000	1.000000
4.000000	1.000000
5.000000	1.000000
6.000000	1.000000
7.000000	1.000000
8.000000	1.000000
9.000000	1.000000
10.000000	1.000000
11.000000	1.000000
12.000000	1.000000
13.000000	1.000000
14.000000	1.000000
15.000000	1.000000
16.000000	1.000000
17.000000	1.000000
18.000000	1.000000
19.000000	1.000000
20.000000	1.000000
21.000000	1.000000
22.000000	1.000000
23.000000	1.000000
24.000000	1.000000
25.000000	1.000000
26.000000	1.000000
27.000000	1.000000
28.000000	1.000000
29.000000	1.000000
30.000000	1.000000
31.000000	1.000000
32.000000	1.000000
33.000000	1.000000
34.000000	1.000000
35.000000	1.000000
36.000000	1.000000
37.000000	1.000000
38.000000	1.000000
39.000000	1.000000
40.000000	1.000000
41.000000	1.000026
42.000000	1.000182
43.000000	1.001291
44.000000	1.008227
45.000000	1.045059
46.000000	1.205514
47.000000	1.754919
48.000000	3.143624
49.000000	5.500030
50.000000	7.856536
51.000000	9.245351
52.000000	9.794822
53.000000	9.955339
54.000000	9.992194
55.000000	9.999117
56.000000	10.000119
57.000000	10.000120
58.000000	10.000120
59.000000	10.000120
60.000000	10.000120
61.000000	10.000120
62.000000	10.000120
63.000000	10.000120
64.000000	10.000120
65.000000	10.000120
66.000000	10.000120
67.000000	10.000120
68.000000	10.000120
69.000000	10.000120
70.000000	10.000120
71.000000	10.000120
72.000000	10.000120
73.000000	10.000120
74.000000	10.000120
75.000000	10.000120
76.000000	10.000120
77.000000	10.000120
78.000000	10.000120
79.000000	10.000120
80.000000	10.000120
81.000000	10.000120
82.000000	10.000120
83.000000	10.000120
84.000000	10.000120
85.000000	10.000120
86.000000	10.000120
87.000000	10.000120
88.000000	10.000120
89.000000	10.000120
90.000000	10.000120
91.000000	10.000120
92.000000	10.000120
93.000000	10.000120
94.000000	10.000120
95.000000	10.000120
96.000000	10.000120
97.000000	10.000120
98.000000	10.000120
99.000000	10.000000
